# Targets for the prepared-observer comparison, written once from std::mt19937 seed 20260924.
# Per observer, 15000 targets uniform over the 50 km disc and inside the 1-arcsecond tile N36W112,
# in turn: 0-10 m above ground, 10-500 m above ground, 0-15000 m above mean sea level.
# Observers, 2 m above ground: 0 = 36.5,-111.5; 1 = 36.86361,-111.30861; 2 = 36.55861,-111.81361.
# observer,target_lat,target_lon,height_m,datum (agl or msl)
0,36.738702,-111.532847,0.13,agl
0,36.494081,-111.412008,76.31,agl
0,36.791942,-111.463100,14689.33,msl
0,36.432793,-111.123530,3.81,agl
0,36.685633,-111.934798,425.62,agl
0,36.911172,-111.530071,5621.32,msl
0,36.622384,-111.094355,3.04,agl
0,36.314214,-111.595942,472.96,agl
0,36.380020,-111.042695,8639.40,msl
0,36.457478,-111.851732,4.75,agl
0,36.758500,-111.665470,428.43,agl
0,36.141922,-111.731525,9662.10,msl
0,36.553108,-111.795036,1.69,agl
0,36.590563,-111.038052,135.81,agl
0,36.492982,-111.567836,12101.52,msl
0,36.777748,-111.704542,3.16,agl
0,36.546821,-111.113423,391.81,agl
0,36.312235,-111.510319,4687.52,msl
0,36.603926,-111.821933,9.23,agl
0,36.225079,-111.109116,485.87,agl
0,36.184634,-111.537596,10674.52,msl
0,36.298008,-111.571376,2.80,agl
0,36.710329,-111.685838,444.63,agl
0,36.480614,-111.573358,14810.21,msl
0,36.700231,-111.182407,3.89,agl
0,36.869621,-111.697335,342.21,agl
0,36.101256,-111.413095,4841.02,msl
0,36.752941,-111.261168,8.59,agl
0,36.544841,-111.490361,107.38,agl
0,36.547778,-111.983182,11540.34,msl
0,36.400560,-111.312034,5.30,agl
0,36.840193,-111.407710,268.91,agl
0,36.617185,-111.588986,3094.82,msl
0,36.571682,-111.742545,5.86,agl
0,36.387918,-111.786155,350.27,agl
0,36.731370,-111.483051,797.35,msl
0,36.845730,-111.199155,3.51,agl
0,36.169921,-111.713887,350.42,agl
0,36.431057,-111.933442,8773.56,msl
0,36.329267,-111.605247,9.35,agl
0,36.374273,-111.083476,52.54,agl
0,36.582323,-111.546556,11032.72,msl
0,36.652926,-111.188381,3.50,agl
0,36.355949,-111.128043,298.04,agl
0,36.288884,-111.942214,169.27,msl
0,36.497412,-111.791343,2.89,agl
0,36.071678,-111.650954,432.84,agl
0,36.868299,-111.699139,10496.80,msl
0,36.646474,-111.995156,1.74,agl
0,36.560355,-111.960820,319.95,agl
0,36.215527,-111.443069,14639.19,msl
0,36.760923,-111.468197,7.01,agl
0,36.862099,-111.811730,93.62,agl
0,36.497061,-111.954655,10578.91,msl
0,36.742921,-111.628663,5.05,agl
0,36.648102,-111.157343,201.18,agl
0,36.211752,-111.546811,12713.63,msl
0,36.195495,-111.800984,9.41,agl
0,36.156005,-111.780983,86.45,agl
0,36.362177,-111.119844,5139.33,msl
0,36.584753,-111.747975,5.43,agl
0,36.163372,-111.416530,248.00,agl
0,36.704809,-111.209881,13519.30,msl
0,36.197783,-111.691456,1.94,agl
0,36.451060,-111.330576,289.65,agl
0,36.174480,-111.468679,3593.83,msl
0,36.482208,-111.911184,4.44,agl
0,36.857596,-111.494086,295.11,agl
0,36.495420,-111.932369,5851.63,msl
0,36.666232,-111.766333,7.01,agl
0,36.859250,-111.690959,265.43,agl
0,36.617945,-111.843381,11475.79,msl
0,36.296368,-111.479866,1.90,agl
0,36.736290,-111.790472,237.97,agl
0,36.331389,-111.437637,11291.26,msl
0,36.678132,-111.791335,8.77,agl
0,36.849208,-111.693789,289.79,agl
0,36.303874,-111.054273,12735.27,msl
0,36.693966,-111.810745,6.68,agl
0,36.816789,-111.310575,83.71,agl
0,36.291361,-111.700785,1518.89,msl
0,36.587240,-111.059650,0.96,agl
0,36.371409,-111.667220,303.56,agl
0,36.344948,-111.657327,12852.38,msl
0,36.380221,-111.835693,1.31,agl
0,36.696072,-111.229584,476.16,agl
0,36.794720,-111.878735,14621.30,msl
0,36.382128,-111.520809,5.88,agl
0,36.869243,-111.511771,437.36,agl
0,36.334072,-111.381640,2483.78,msl
0,36.274364,-111.721385,4.25,agl
0,36.526031,-111.044237,54.79,agl
0,36.689728,-111.502631,9063.84,msl
0,36.203393,-111.436475,6.16,agl
0,36.571602,-111.529664,487.22,agl
0,36.215902,-111.394195,9715.88,msl
0,36.192290,-111.159245,1.28,agl
0,36.487698,-111.913684,440.90,agl
0,36.475453,-111.625628,11569.04,msl
0,36.365745,-111.494413,1.02,agl
0,36.374101,-111.103261,464.35,agl
0,36.707245,-111.027588,6409.06,msl
0,36.543346,-111.602364,7.14,agl
0,36.695421,-111.716577,222.56,agl
0,36.745113,-111.583887,14795.85,msl
0,36.661183,-111.693870,1.26,agl
0,36.670735,-111.849415,107.52,agl
0,36.760482,-111.911243,7381.02,msl
0,36.230246,-111.407239,8.42,agl
0,36.280148,-111.250944,41.48,agl
0,36.574946,-111.387002,7727.33,msl
0,36.186811,-111.601014,2.55,agl
0,36.667407,-111.076028,341.91,agl
0,36.480238,-111.122715,1306.58,msl
0,36.147762,-111.296446,4.83,agl
0,36.917458,-111.613016,408.12,agl
0,36.459914,-111.777950,2941.12,msl
0,36.778494,-111.908024,8.22,agl
0,36.773565,-111.604414,370.11,agl
0,36.831691,-111.833855,9810.79,msl
0,36.856569,-111.742778,9.96,agl
0,36.201677,-111.239049,451.41,agl
0,36.312614,-111.167556,2326.32,msl
0,36.361673,-111.678993,9.15,agl
0,36.454925,-111.459369,64.25,agl
0,36.473567,-111.196656,5038.74,msl
0,36.698334,-111.981623,6.01,agl
0,36.510354,-111.150084,326.75,agl
0,36.737484,-111.302116,1099.49,msl
0,36.307932,-111.934982,1.55,agl
0,36.718185,-111.732650,445.00,agl
0,36.510890,-111.869448,10319.43,msl
0,36.147515,-111.815571,8.67,agl
0,36.759985,-111.325239,207.35,agl
0,36.369540,-111.270482,5987.01,msl
0,36.786740,-111.794288,4.18,agl
0,36.683501,-111.433488,71.89,agl
0,36.808015,-111.571097,13110.14,msl
0,36.544138,-111.682062,7.51,agl
0,36.548046,-111.510108,30.60,agl
0,36.223901,-111.529830,9494.45,msl
0,36.512760,-111.267160,2.89,agl
0,36.411354,-111.845779,448.34,agl
0,36.434890,-111.194696,5473.51,msl
0,36.363560,-111.245318,6.42,agl
0,36.623182,-111.042809,359.56,agl
0,36.237566,-111.757682,13082.93,msl
0,36.630419,-111.071904,8.28,agl
0,36.564502,-111.047309,285.41,agl
0,36.386951,-111.831807,9565.25,msl
0,36.887073,-111.517014,8.93,agl
0,36.739101,-111.947338,138.63,agl
0,36.290577,-111.043284,2139.13,msl
0,36.610088,-111.304020,6.94,agl
0,36.477993,-111.295423,392.63,agl
0,36.353486,-111.587442,10513.26,msl
0,36.747020,-111.138888,6.76,agl
0,36.166101,-111.699620,175.61,agl
0,36.326084,-111.840806,11515.12,msl
0,36.139498,-111.585190,1.87,agl
0,36.483459,-111.407174,409.56,agl
0,36.702840,-111.293961,10374.50,msl
0,36.606166,-111.610241,9.45,agl
0,36.698754,-111.644064,488.07,agl
0,36.654899,-111.087179,14348.15,msl
0,36.242798,-111.835588,6.03,agl
0,36.544191,-111.050450,315.52,agl
0,36.436985,-111.688584,9393.31,msl
0,36.499764,-111.344548,9.68,agl
0,36.768322,-111.899785,237.25,agl
0,36.607939,-111.746821,10992.61,msl
0,36.675557,-111.757906,3.02,agl
0,36.682325,-111.907508,267.70,agl
0,36.519901,-111.493561,12606.24,msl
0,36.745204,-111.895053,4.00,agl
0,36.232418,-111.654163,157.01,agl
0,36.416197,-111.940652,13995.30,msl
0,36.713924,-111.154238,8.68,agl
0,36.668064,-111.866868,32.14,agl
0,36.191231,-111.180517,1435.24,msl
0,36.769429,-111.871942,1.38,agl
0,36.334628,-111.467930,444.95,agl
0,36.541803,-111.819820,12014.80,msl
0,36.462112,-111.971508,4.01,agl
0,36.181836,-111.344336,197.29,agl
0,36.466904,-111.825150,12826.19,msl
0,36.185093,-111.604188,7.00,agl
0,36.528695,-111.132623,489.33,agl
0,36.304352,-111.826711,6683.03,msl
0,36.743118,-111.782073,3.40,agl
0,36.398518,-111.327057,159.70,agl
0,36.267220,-111.467732,9801.25,msl
0,36.816022,-111.595043,0.76,agl
0,36.411648,-111.425285,231.43,agl
0,36.683974,-111.723743,12430.59,msl
0,36.627775,-111.113916,3.35,agl
0,36.817923,-111.782600,121.42,agl
0,36.502881,-111.540140,6883.65,msl
0,36.763373,-111.938837,1.89,agl
0,36.874406,-111.466531,161.02,agl
0,36.147862,-111.458584,6854.00,msl
0,36.602437,-111.640785,3.95,agl
0,36.239573,-111.130936,251.38,agl
0,36.711759,-111.534123,3952.09,msl
0,36.218723,-111.380084,6.87,agl
0,36.824449,-111.696475,103.09,agl
0,36.679467,-111.367610,2756.86,msl
0,36.757926,-111.263219,9.49,agl
0,36.106544,-111.599442,43.31,agl
0,36.327229,-111.229831,10091.21,msl
0,36.266087,-111.742558,1.65,agl
0,36.584024,-111.628215,456.57,agl
0,36.935230,-111.586526,6138.43,msl
0,36.653101,-111.829842,8.31,agl
0,36.250934,-111.322144,79.75,agl
0,36.144089,-111.572488,5631.23,msl
0,36.215418,-111.200878,9.21,agl
0,36.501553,-111.807675,368.69,agl
0,36.684660,-111.393609,4798.38,msl
0,36.220950,-111.227304,4.25,agl
0,36.150424,-111.666833,469.49,agl
0,36.314771,-111.908339,12676.63,msl
0,36.573592,-111.961025,7.49,agl
0,36.789995,-111.830587,345.04,agl
0,36.430802,-111.840250,11758.12,msl
0,36.411281,-111.053068,0.59,agl
0,36.613257,-111.894654,320.14,agl
0,36.443244,-111.675802,11114.00,msl
0,36.595288,-111.125028,6.45,agl
0,36.355142,-111.570673,374.01,agl
0,36.463533,-111.134390,7286.14,msl
0,36.691270,-111.896838,2.91,agl
0,36.805219,-111.380521,457.12,agl
0,36.284558,-111.544904,2662.60,msl
0,36.565919,-111.185523,0.80,agl
0,36.238009,-111.300297,384.14,agl
0,36.350254,-111.361561,13181.22,msl
0,36.251849,-111.953971,9.93,agl
0,36.240198,-111.275447,233.14,agl
0,36.220780,-111.718980,2485.89,msl
0,36.371213,-111.042609,1.37,agl
0,36.368006,-111.554573,161.69,agl
0,36.227277,-111.782197,1709.40,msl
0,36.881126,-111.649336,8.29,agl
0,36.762810,-111.308598,294.52,agl
0,36.523947,-111.626298,11407.48,msl
0,36.285354,-111.863481,5.04,agl
0,36.295647,-111.764959,493.17,agl
0,36.486186,-111.248742,10448.17,msl
0,36.442454,-111.285439,2.53,agl
0,36.513844,-111.663245,124.22,agl
0,36.423633,-111.263813,3416.17,msl
0,36.553218,-111.875239,1.00,agl
0,36.565640,-111.749984,447.76,agl
0,36.810582,-111.204747,13278.58,msl
0,36.644705,-111.107067,8.75,agl
0,36.170944,-111.862920,133.18,agl
0,36.721458,-111.614293,3692.73,msl
0,36.143986,-111.530756,6.46,agl
0,36.946742,-111.503456,236.74,agl
0,36.285209,-111.534184,2980.44,msl
0,36.333837,-111.295884,1.80,agl
0,36.303531,-111.869402,88.42,agl
0,36.362851,-111.242662,13555.54,msl
0,36.669310,-111.611068,3.06,agl
0,36.169771,-111.189456,238.12,agl
0,36.659375,-111.332549,5751.48,msl
0,36.870406,-111.301805,3.92,agl
0,36.631578,-111.138345,52.61,agl
0,36.614421,-111.302784,164.09,msl
0,36.249920,-111.452853,2.39,agl
0,36.641568,-111.672042,74.66,agl
0,36.406710,-111.343726,1397.71,msl
0,36.247440,-111.058949,6.73,agl
0,36.438919,-111.917801,124.99,agl
0,36.375699,-111.364411,8958.31,msl
0,36.531384,-111.273174,1.31,agl
0,36.257460,-111.378069,393.43,agl
0,36.053175,-111.459370,13943.41,msl
0,36.903263,-111.703966,7.31,agl
0,36.265983,-111.480492,406.79,agl
0,36.476758,-111.389528,724.45,msl
0,36.729859,-111.727729,7.30,agl
0,36.197921,-111.597142,413.01,agl
0,36.708508,-111.685667,8345.40,msl
0,36.368780,-111.180904,6.18,agl
0,36.575141,-111.900350,21.28,agl
0,36.427809,-111.778118,12910.15,msl
0,36.422171,-111.586494,4.04,agl
0,36.440059,-111.032741,292.05,agl
0,36.237667,-111.475982,12634.17,msl
0,36.310087,-111.490047,3.92,agl
0,36.262932,-111.660218,462.08,agl
0,36.198377,-111.214102,11875.63,msl
0,36.583124,-111.302311,3.01,agl
0,36.645049,-111.340889,172.87,agl
0,36.307763,-111.668649,540.29,msl
0,36.744138,-111.141689,5.71,agl
0,36.369239,-111.787701,70.22,agl
0,36.700355,-111.687986,14481.83,msl
0,36.283579,-111.180339,8.63,agl
0,36.473991,-111.407942,112.05,agl
0,36.554037,-111.750754,10554.04,msl
0,36.333441,-111.657487,6.12,agl
0,36.448573,-111.998900,111.01,agl
0,36.654034,-111.438528,9960.56,msl
0,36.601787,-111.350783,9.88,agl
0,36.841345,-111.837237,11.33,agl
0,36.314744,-111.594296,429.76,msl
0,36.069866,-111.444146,3.34,agl
0,36.376065,-111.711727,472.96,agl
0,36.638140,-111.321130,10725.62,msl
0,36.769734,-111.246557,8.12,agl
0,36.729758,-111.344444,120.58,agl
0,36.697767,-111.227460,2347.63,msl
0,36.245139,-111.722173,6.24,agl
0,36.739624,-111.356405,123.30,agl
0,36.493130,-111.719993,2655.25,msl
0,36.373143,-111.912155,7.38,agl
0,36.736482,-111.850133,308.36,agl
0,36.155760,-111.796731,6989.99,msl
0,36.793234,-111.120700,4.88,agl
0,36.411831,-111.162313,403.09,agl
0,36.156229,-111.384442,6341.02,msl
0,36.622433,-111.091099,5.37,agl
0,36.720056,-111.092152,100.44,agl
0,36.324941,-111.499511,8283.76,msl
0,36.587207,-111.263797,1.11,agl
0,36.253307,-111.241310,67.50,agl
0,36.334453,-111.866908,8392.95,msl
0,36.323128,-111.199121,8.97,agl
0,36.865796,-111.704306,273.75,agl
0,36.210121,-111.654946,5655.31,msl
0,36.903639,-111.483418,9.58,agl
0,36.690069,-111.756677,41.98,agl
0,36.478963,-111.928356,7458.33,msl
0,36.521867,-111.666401,3.04,agl
0,36.116680,-111.709307,277.98,agl
0,36.494641,-111.442686,1912.46,msl
0,36.164009,-111.378602,9.96,agl
0,36.127514,-111.503034,141.61,agl
0,36.557612,-111.185780,501.89,msl
0,36.646761,-111.800045,3.39,agl
0,36.502791,-111.342055,337.37,agl
0,36.851756,-111.321078,8696.37,msl
0,36.221686,-111.265463,3.20,agl
0,36.326565,-111.838074,461.26,agl
0,36.681229,-111.908806,8004.75,msl
0,36.450400,-111.700722,9.79,agl
0,36.638991,-111.328301,265.45,agl
0,36.646204,-111.852507,8174.64,msl
0,36.412616,-111.619384,5.13,agl
0,36.692114,-111.890185,430.82,agl
0,36.365939,-111.686680,2218.06,msl
0,36.578697,-111.621319,6.33,agl
0,36.704857,-111.459062,321.25,agl
0,36.439148,-111.594189,14704.67,msl
0,36.648843,-111.150462,2.68,agl
0,36.565044,-111.387859,31.07,agl
0,36.346291,-111.630839,6397.02,msl
0,36.321785,-111.805628,9.71,agl
0,36.284550,-111.487917,154.76,agl
0,36.625197,-111.189588,1216.48,msl
0,36.733136,-111.692199,8.67,agl
0,36.373835,-111.016532,292.98,agl
0,36.756409,-111.586624,2839.62,msl
0,36.458104,-111.994941,1.03,agl
0,36.839054,-111.569764,369.86,agl
0,36.298047,-111.070653,5586.70,msl
0,36.779655,-111.753624,3.69,agl
0,36.746131,-111.905660,209.63,agl
0,36.223696,-111.788102,11927.85,msl
0,36.548093,-111.995191,7.81,agl
0,36.337026,-111.768553,351.46,agl
0,36.399446,-111.661955,11615.76,msl
0,36.497610,-111.283212,3.38,agl
0,36.206972,-111.273200,48.71,agl
0,36.491253,-111.158576,150.92,msl
0,36.684255,-111.907271,0.61,agl
0,36.585646,-111.279837,96.97,agl
0,36.249173,-111.552277,1781.88,msl
0,36.349215,-111.003137,8.66,agl
0,36.275428,-111.474491,294.40,agl
0,36.674979,-111.405974,4721.82,msl
0,36.382751,-111.216126,0.02,agl
0,36.118141,-111.652432,329.21,agl
0,36.708669,-111.738454,5925.48,msl
0,36.911338,-111.428134,5.13,agl
0,36.701055,-111.600956,116.65,agl
0,36.781114,-111.648873,14264.57,msl
0,36.496454,-111.238286,9.40,agl
0,36.455965,-111.735720,35.16,agl
0,36.427956,-111.336983,6308.51,msl
0,36.826986,-111.823325,1.36,agl
0,36.760823,-111.732131,439.00,agl
0,36.422760,-111.294310,352.71,msl
0,36.848190,-111.508109,8.34,agl
0,36.326732,-111.006453,172.91,agl
0,36.472360,-111.714274,14008.88,msl
0,36.110385,-111.734700,6.27,agl
0,36.599740,-111.692350,338.63,agl
0,36.816176,-111.568532,14603.58,msl
0,36.420083,-111.278310,7.73,agl
0,36.662229,-111.038079,170.87,agl
0,36.404247,-111.274390,120.80,msl
0,36.559394,-111.700962,5.61,agl
0,36.495540,-111.405109,10.13,agl
0,36.256146,-111.314740,308.91,msl
0,36.202373,-111.812485,3.72,agl
0,36.405235,-111.592545,460.84,agl
0,36.264033,-111.685471,1252.36,msl
0,36.232639,-111.342262,6.02,agl
0,36.809250,-111.215178,372.22,agl
0,36.377218,-111.492256,8457.35,msl
0,36.525309,-111.128690,5.12,agl
0,36.587476,-111.003780,383.85,agl
0,36.449384,-111.045229,7262.35,msl
0,36.298160,-111.912658,0.56,agl
0,36.939595,-111.523118,312.88,agl
0,36.702056,-111.244556,3110.67,msl
0,36.865290,-111.455621,6.36,agl
0,36.699181,-111.009657,200.70,agl
0,36.371908,-111.555710,8767.20,msl
0,36.631361,-111.104806,8.05,agl
0,36.550120,-111.808264,419.87,agl
0,36.237967,-111.273686,3084.54,msl
0,36.403074,-111.514230,2.75,agl
0,36.511576,-111.871729,230.73,agl
0,36.156064,-111.459389,80.60,msl
0,36.787983,-111.149475,3.26,agl
0,36.539376,-111.310353,493.14,agl
0,36.225772,-111.779587,6949.44,msl
0,36.385932,-111.598989,4.26,agl
0,36.429812,-111.955456,265.16,agl
0,36.506156,-111.267683,5796.08,msl
0,36.226018,-111.447616,0.58,agl
0,36.413539,-111.578013,93.78,agl
0,36.728492,-111.055304,3697.26,msl
0,36.831769,-111.817401,1.19,agl
0,36.191229,-111.339059,499.76,agl
0,36.895178,-111.660728,2883.12,msl
0,36.171955,-111.627947,4.56,agl
0,36.549257,-111.062911,116.55,agl
0,36.746813,-111.036512,8779.63,msl
0,36.339356,-111.684200,0.50,agl
0,36.402964,-111.085984,60.52,agl
0,36.402725,-111.344285,3054.38,msl
0,36.167943,-111.306670,9.57,agl
0,36.654269,-111.305166,241.50,agl
0,36.785775,-111.300416,13254.91,msl
0,36.879602,-111.387406,5.47,agl
0,36.280591,-111.938309,327.20,agl
0,36.685984,-111.953017,10206.13,msl
0,36.139131,-111.248332,8.45,agl
0,36.626655,-111.371455,313.90,agl
0,36.782353,-111.870451,4079.11,msl
0,36.522196,-111.650851,8.31,agl
0,36.596249,-111.765509,133.69,agl
0,36.489738,-111.204265,13635.48,msl
0,36.498342,-111.507917,7.72,agl
0,36.331605,-111.976216,235.68,agl
0,36.414324,-111.130437,10862.62,msl
0,36.865750,-111.823039,9.96,agl
0,36.350756,-111.827614,433.86,agl
0,36.726498,-111.900007,4570.09,msl
0,36.491157,-111.559207,3.17,agl
0,36.682500,-111.061796,216.33,agl
0,36.901394,-111.522252,14778.47,msl
0,36.826122,-111.579425,0.12,agl
0,36.437315,-111.267889,96.88,agl
0,36.187231,-111.252660,13994.03,msl
0,36.659349,-111.797792,2.93,agl
0,36.150745,-111.811850,423.73,agl
0,36.899147,-111.719608,9924.92,msl
0,36.822838,-111.515653,4.96,agl
0,36.699504,-111.055226,234.07,agl
0,36.428584,-111.673507,7898.59,msl
0,36.383294,-111.382829,5.44,agl
0,36.172064,-111.432231,110.77,agl
0,36.397215,-111.772113,555.27,msl
0,36.138652,-111.434094,7.75,agl
0,36.618647,-111.367571,56.51,agl
0,36.566685,-111.120648,8955.35,msl
0,36.788609,-111.380507,2.17,agl
0,36.483784,-111.205013,433.41,agl
0,36.459890,-111.536068,6244.93,msl
0,36.753772,-111.819017,0.28,agl
0,36.474865,-111.555113,130.20,agl
0,36.757393,-111.305009,11143.46,msl
0,36.138107,-111.481970,5.17,agl
0,36.480990,-111.673190,419.63,agl
0,36.816268,-111.782793,1401.96,msl
0,36.863423,-111.376173,0.37,agl
0,36.778036,-111.326039,370.84,agl
0,36.600354,-111.873923,6948.09,msl
0,36.186002,-111.117216,5.54,agl
0,36.157493,-111.334451,250.38,agl
0,36.562446,-111.090763,7693.77,msl
0,36.868972,-111.651776,5.42,agl
0,36.379687,-111.404668,40.82,agl
0,36.908011,-111.383001,2070.00,msl
0,36.486198,-111.538072,2.34,agl
0,36.247314,-111.617983,430.57,agl
0,36.884775,-111.669686,1677.18,msl
0,36.699742,-111.941752,4.75,agl
0,36.307357,-111.168149,380.00,agl
0,36.884092,-111.487229,13639.04,msl
0,36.865527,-111.560372,0.45,agl
0,36.494352,-111.467307,141.77,agl
0,36.885437,-111.681564,11958.65,msl
0,36.843057,-111.538178,7.34,agl
0,36.730576,-111.865044,202.72,agl
0,36.785130,-111.863611,2635.06,msl
0,36.720147,-111.048512,8.89,agl
0,36.584250,-111.304310,287.35,agl
0,36.420173,-111.117224,78.92,msl
0,36.577307,-111.601108,5.34,agl
0,36.630566,-111.193970,19.68,agl
0,36.582753,-111.760071,14778.12,msl
0,36.543604,-111.920047,0.53,agl
0,36.660234,-111.130594,11.93,agl
0,36.233895,-111.453447,167.72,msl
0,36.623554,-111.577911,9.96,agl
0,36.458845,-111.084359,53.75,agl
0,36.458342,-111.548047,3709.03,msl
0,36.250537,-111.928294,8.11,agl
0,36.670405,-111.662297,12.06,agl
0,36.612718,-111.322078,4362.49,msl
0,36.662589,-111.379820,2.38,agl
0,36.390043,-111.522015,343.95,agl
0,36.562570,-111.817684,11213.07,msl
0,36.733425,-111.892985,0.12,agl
0,36.197192,-111.396988,133.94,agl
0,36.151834,-111.307759,12967.28,msl
0,36.696416,-111.454847,9.86,agl
0,36.853534,-111.236609,496.76,agl
0,36.808914,-111.158204,9614.61,msl
0,36.881459,-111.330353,6.93,agl
0,36.540876,-111.106871,234.29,agl
0,36.612774,-111.103788,654.53,msl
0,36.266164,-111.758326,5.82,agl
0,36.719781,-111.985832,121.18,agl
0,36.187247,-111.112411,2724.38,msl
0,36.532595,-111.745130,3.70,agl
0,36.275834,-111.849095,492.10,agl
0,36.508784,-111.971506,13825.36,msl
0,36.530405,-111.945646,5.37,agl
0,36.090543,-111.471408,302.61,agl
0,36.575113,-111.344447,13179.01,msl
0,36.641754,-111.523848,8.74,agl
0,36.590432,-111.300071,483.78,agl
0,36.495653,-111.483518,13280.22,msl
0,36.431751,-111.756966,4.28,agl
0,36.631330,-111.060475,233.88,agl
0,36.502850,-111.462336,1235.34,msl
0,36.690719,-111.160629,1.91,agl
0,36.678091,-111.112318,83.00,agl
0,36.587334,-111.153138,2677.01,msl
0,36.791700,-111.905943,4.60,agl
0,36.412873,-111.554160,477.65,agl
0,36.456511,-111.156555,2851.87,msl
0,36.284268,-111.697597,2.04,agl
0,36.666201,-111.496721,464.99,agl
0,36.203244,-111.611371,5483.24,msl
0,36.373512,-111.329878,0.77,agl
0,36.557665,-111.111963,267.51,agl
0,36.319544,-111.928536,248.61,msl
0,36.554008,-111.707833,7.32,agl
0,36.069626,-111.493208,203.79,agl
0,36.737494,-111.442850,8476.47,msl
0,36.282885,-111.388362,7.69,agl
0,36.758427,-111.075714,362.23,agl
0,36.610941,-111.224064,6507.59,msl
0,36.184857,-111.240699,7.44,agl
0,36.422233,-111.144728,92.32,agl
0,36.487147,-111.618377,505.17,msl
0,36.482854,-111.959006,7.49,agl
0,36.452550,-111.652224,299.29,agl
0,36.737505,-111.955533,4896.80,msl
0,36.237854,-111.383792,1.46,agl
0,36.277619,-111.210747,313.12,agl
0,36.283370,-111.965628,2305.20,msl
0,36.642125,-111.623291,7.73,agl
0,36.518479,-111.630201,436.91,agl
0,36.835053,-111.401156,3729.06,msl
0,36.677494,-111.552620,8.68,agl
0,36.788349,-111.795787,144.77,agl
0,36.295102,-111.382025,4648.81,msl
0,36.686939,-111.962954,6.63,agl
0,36.609183,-111.292976,46.00,agl
0,36.369499,-111.858537,6000.68,msl
0,36.400140,-111.926722,2.11,agl
0,36.662471,-111.181338,386.14,agl
0,36.637334,-111.477230,400.46,msl
0,36.685612,-111.314818,8.37,agl
0,36.207885,-111.337795,377.06,agl
0,36.829921,-111.578432,1490.07,msl
0,36.640845,-111.255904,3.24,agl
0,36.198575,-111.429496,453.15,agl
0,36.279252,-111.310470,14135.81,msl
0,36.459652,-111.867970,1.02,agl
0,36.212925,-111.220674,379.56,agl
0,36.397896,-111.920259,665.06,msl
0,36.503165,-111.101352,8.25,agl
0,36.947551,-111.536158,48.45,agl
0,36.838663,-111.813544,7549.14,msl
0,36.112567,-111.438883,6.64,agl
0,36.582892,-111.666870,55.57,agl
0,36.821616,-111.727852,8367.55,msl
0,36.564080,-111.893446,2.69,agl
0,36.673342,-111.332415,366.10,agl
0,36.916385,-111.583715,2071.47,msl
0,36.150357,-111.531989,0.86,agl
0,36.323778,-111.286248,145.29,agl
0,36.128366,-111.610391,9639.44,msl
0,36.577791,-111.990804,5.93,agl
0,36.450876,-111.065995,313.04,agl
0,36.432531,-111.856779,1870.71,msl
0,36.752498,-111.589924,2.66,agl
0,36.631094,-111.880429,28.16,agl
0,36.577205,-111.788383,899.96,msl
0,36.610735,-111.790090,4.58,agl
0,36.081868,-111.669716,289.18,agl
0,36.533849,-111.358736,11175.28,msl
0,36.350883,-111.924927,0.14,agl
0,36.486318,-111.926589,122.16,agl
0,36.400994,-111.945759,12765.04,msl
0,36.710899,-111.696256,9.65,agl
0,36.382336,-111.894446,497.95,agl
0,36.819561,-111.252885,280.41,msl
0,36.565549,-111.136420,8.47,agl
0,36.823536,-111.759722,16.40,agl
0,36.500236,-111.978473,4788.62,msl
0,36.158443,-111.330469,6.86,agl
0,36.530505,-111.149684,159.79,agl
0,36.906647,-111.339251,9154.87,msl
0,36.230176,-111.184389,9.66,agl
0,36.348795,-111.947321,54.27,agl
0,36.449092,-111.663047,10849.21,msl
0,36.596846,-111.292190,3.56,agl
0,36.911982,-111.526699,123.64,agl
0,36.472620,-111.985159,3490.65,msl
0,36.721023,-111.751044,3.57,agl
0,36.649836,-111.456147,201.11,agl
0,36.797593,-111.447747,1173.37,msl
0,36.489369,-111.047974,2.25,agl
0,36.832281,-111.178323,317.66,agl
0,36.628640,-111.124698,13590.87,msl
0,36.887353,-111.445334,2.71,agl
0,36.484117,-111.531131,452.23,agl
0,36.713724,-111.374897,6240.62,msl
0,36.053559,-111.455102,8.59,agl
0,36.764502,-111.761967,429.65,agl
0,36.483045,-111.371082,1685.22,msl
0,36.519440,-111.975072,6.52,agl
0,36.214318,-111.496313,427.65,agl
0,36.528422,-111.287228,12029.36,msl
0,36.810255,-111.193059,9.62,agl
0,36.615327,-111.112122,256.42,agl
0,36.299559,-111.212911,5086.56,msl
0,36.428878,-111.102026,4.69,agl
0,36.533181,-111.985731,118.16,agl
0,36.460189,-111.422540,8510.49,msl
0,36.312988,-111.784539,8.48,agl
0,36.296792,-111.244963,158.36,agl
0,36.867565,-111.548373,5950.24,msl
0,36.705976,-111.495241,1.81,agl
0,36.262089,-111.705038,449.44,agl
0,36.345349,-111.559130,7331.08,msl
0,36.371556,-111.805459,7.55,agl
0,36.240461,-111.422434,208.42,agl
0,36.532233,-111.285579,3242.82,msl
0,36.883218,-111.319248,4.67,agl
0,36.360402,-111.755945,313.85,agl
0,36.126848,-111.687095,1801.95,msl
0,36.183080,-111.536649,8.48,agl
0,36.390324,-111.761249,81.83,agl
0,36.421360,-111.073003,3428.97,msl
0,36.295930,-111.192076,7.77,agl
